repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,szz_bug_introducing,szz_fix_count
rust-lang/rust,B,154348,re-enable enzyme/autodiff builds on dist-aarch64-apple,ZuseZ4,2026-03-25T23:13:16+00:00,1,1,2,small,1,False,,pending,clean_pass,False,False,1,19.8,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,91.0,15.0,7.6,0.769,4.2,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.0587,False,0
rust-lang/rust,B,154346,[beta] backports,ehuss,2026-03-25T09:35:29+00:00,41,15,56,small,5,False,,pending,clean_pass,False,False,0,8.2,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,21.0,21.0,0.0,0.7,4.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1752,False,0
rust-lang/rust,B,154344,Update LLVM to 22.1.2,dianqk,2026-03-25T23:13:16+00:00,1,1,2,small,1,True,https://github.com/rust-lang/rust/issues/154101.,pending,clean_pass,False,False,0,23.6,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,0.875,4.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0752,False,0
rust-lang/rust,B,154343,[stable] Cargo stable backports,arlosi,2026-03-25T04:54:23+00:00,4,3,7,small,2,False,,pending,clean_pass,False,False,0,5.7,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,31.0,31.0,0.0,0.852,4.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.074,False,0
rust-lang/rust,B,154339,Rollup of 3 pull requests,JonathanBrouwer,2026-03-25T01:21:59+00:00,106,840,946,large,100,False,,pending,clean_pass,False,False,0,3.8,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,405.0,40.0,20.0,12.0,0.739,4.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1581,False,0
rust-lang/rust,B,154336,Remove more BuiltinLintDiag variants - part 3,GuillaumeGomez,2026-03-25T01:21:59+00:00,10,18,28,small,5,True,https://github.com/rust-lang/rust/issues/153099.,pending,clean_pass,False,False,0,4.4,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,11.0,4.5,1.5,0.812,4.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0884,False,0
rust-lang/rust,B,154331,allow `incomplete_features` in all ui tests,cyrgani,2026-03-25T01:21:59+00:00,94,822,916,large,100,True,https://github.com/rust-lang/rust/issues/154168.,pending,clean_pass,False,False,1,5.3,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,242.0,24.0,11.0,6.0,0.727,4.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1819,False,0
rust-lang/rust,B,154326,Rollup of 5 pull requests,JonathanBrouwer,2026-03-24T21:59:41+00:00,843,623,1466,large,100,False,,pending,clean_pass,False,False,0,4.8,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,566.0,59.0,29.5,21.5,0.691,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2519,False,0
rust-lang/rust,B,154316,Rollup of 6 pull requests,JonathanBrouwer,2026-03-24T18:36:46+00:00,670,1460,2130,large,100,False,,pending,clean_pass,False,False,0,3.2,no_review,mixed,True,alignment,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,636.0,63.0,31.5,23.5,0.693,4.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2351,False,0
rust-lang/rust,B,154313,Init `self_decl` with a correct visibility,mu001999,2026-03-25T23:13:17+00:00,92,10,102,medium,4,False,,pending,clean_pass,False,False,1,33.6,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,4.0,3.0,0.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,False,0
rust-lang/rust,B,154311,[libcore] Disable `doc(auto_cfg)` for integers trait impls,GuillaumeGomez,2026-03-25T01:21:59+00:00,2,0,2,small,1,False,,pending,clean_pass,False,False,0,11.9,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,313.0,25.0,11.5,1.5,0.795,4.4,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1172,False,0
rust-lang/rust,B,154303,Remove more `BuiltinLintDiag` variants - part 2,GuillaumeGomez,2026-03-24T18:36:46+00:00,192,269,461,medium,10,True,https://github.com/rust-lang/rust/issues/153099.,pending,clean_pass,False,False,0,7.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,5.0,3.0,0.0,0.9,4.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0622,False,0
rust-lang/rust,B,154300,Rollup of 4 pull requests,JonathanBrouwer,2026-03-24T14:29:02+00:00,251,86,337,medium,8,False,,pending,clean_pass,False,False,0,4.6,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,468.0,48.0,24.0,16.0,0.729,4.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1712,False,0
rust-lang/rust,B,154299,document some functions on AttributeExt,jdonszelmann,2026-03-24T14:29:02+00:00,10,0,10,small,2,False,,pending,clean_pass,False,False,0,6.0,rubber_stamp,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,False,0
rust-lang/rust,B,154297,fix/extend some mir-opt comments,RalfJung,2026-03-24T14:29:02+00:00,11,3,14,small,2,False,,pending,clean_pass,False,False,0,6.5,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,32.0,16.0,7.0,0.967,4.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0216,False,0
rust-lang/rust,B,154293,Use verbose span suggestion for type const,reddevilmidzy,2026-03-24T21:59:41+00:00,16,10,26,small,3,True,https://github.com/rust-lang/rust/issues/154214,pending,clean_pass,False,False,1,15.2,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.0,3.0,0.0,0.889,4.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0576,False,0
rust-lang/rust,B,154289,Rollup of 10 pull requests,jhpratt,2026-03-24T08:05:09+00:00,881,460,1341,large,59,False,,pending,clean_pass,False,False,0,4.4,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,933.0,91.0,45.5,37.5,0.645,4.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.3207,False,0
rust-lang/rust,B,154288,Fix typo in doc comment for `char::to_titlecase`,Jules-Bertholet,2026-03-25T23:13:17+00:00,1,1,2,small,1,False,,pending,clean_pass,False,False,0,44.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,83.0,16.6,8.3,0.74,4.2,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.0846,False,0
rust-lang/rust,B,154286,Cherry-pick 1.94.1 release notes,Mark-Simulacrum,2026-03-24T18:36:46+00:00,14,0,14,small,1,False,,pending,clean_pass,False,False,0,16.5,rubber_stamp,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,13.0,13.0,0.0,0.818,4.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1067,False,0
rust-lang/rust,B,154284,doc: linker-plugin-based LTO: update list of good combinations,zamazan4ik,2026-03-24T18:36:46+00:00,2,2,4,small,1,False,,pending,clean_pass,False,False,0,17.4,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,52.0,12.8,4.3,0.65,4.3,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.1177,False,0
rust-lang/rust,B,154282,rustc-dev-guide subtree update,tshepang,2026-03-24T08:05:09+00:00,266,170,436,medium,10,False,,pending,clean_pass,False,False,0,8.7,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,11.0,4.5,1.5,0.692,4.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1371,False,0
rust-lang/rust,B,154277,use `minicore` more in testing inline assembly,folkertdev,2026-03-24T21:59:41+00:00,320,212,532,large,35,False,,pending,clean_pass,False,False,1,25.6,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,22.0,11.0,5.0,0.769,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1314,False,0
rust-lang/rust,B,154276,allow `incomplete_features` in more tests,cyrgani,2026-03-24T18:36:46+00:00,132,871,1003,large,100,True,https://github.com/rust-lang/rust/issues/154168.,pending,clean_pass,False,False,0,22.4,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.0,25.0,6.2,3.7,0.781,4.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1316,False,0
rust-lang/rust,B,154273,Rollup of 8 pull requests,JonathanBrouwer,2026-03-24T01:37:19+00:00,1118,883,2001,large,85,False,,pending,clean_pass,False,False,0,6.3,no_review,mixed,True,alignment,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,8.0,802.0,74.0,37.0,29.0,0.684,5.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2871,False,0
rust-lang/rust,B,154269,miri recursive validation: only check one layer deep,RalfJung,2026-03-25T23:13:17+00:00,14,5,19,small,2,True,"https://github.com/rust-lang/unsafe-code-guidelines/issues/414,",pending,clean_pass,False,False,0,53.6,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,85.0,42.5,1.5,0.787,4.7,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.1012,False,0
rust-lang/rust,B,154264,Update books,rustbot,2026-03-24T08:05:09+00:00,7,7,14,small,7,False,,pending,clean_pass,False,False,0,15.1,no_review,mixed,False,,,,,,,,,,,,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1017.0,111.0,111.0,0.0,0.568,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,False,0
rust-lang/rust,B,154263,"interpret: when passing an argument fails, point at that argument",RalfJung,2026-03-25T23:13:17+00:00,366,281,647,large,52,False,,pending,clean_pass,False,False,0,54.2,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1851.0,304.0,25.3,10.4,0.533,4.6,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,0.1494,False,0
rust-lang/rust,B,154257,Revert eagerly normalize in generalize,jdonszelmann,2026-03-24T01:37:19+00:00,150,449,599,large,25,False,,pending,clean_pass,False,False,0,14.2,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,188.0,16.0,15.0,0.0,0.654,4.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2143,False,0
rust-lang/rust,B,154255,Rollup of 21 pull requests,JonathanBrouwer,2026-03-23T14:35:57+00:00,2107,2373,4480,large,100,False,,pending,clean_pass,False,False,0,3.3,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1953.0,194.0,64.7,40.1,0.566,4.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4288,False,0
rust-lang/rust,B,154253,Rollup of 13 pull requests,JonathanBrouwer,2026-03-23T19:06:34+00:00,3935,1594,5529,large,100,False,,pending,no_checks,False,False,0,8.1,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1271.0,117.0,58.5,50.5,0.655,5.2,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,0.4162,False,0
rust-lang/rust,B,154252,Don't store current-session side effects in `OnDiskCache`,Zalathar,2026-03-24T08:05:09+00:00,91,115,206,medium,10,False,,pending,clean_pass,False,False,0,21.1,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,585.0,83.0,16.4,10.6,0.691,5.5,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,0.3061,False,0
rust-lang/rust,B,154245,Allow applying autodiff macros to trait functions.,ZuseZ4,2026-03-24T01:37:19+00:00,94,16,110,medium,5,True,https://github.com/rust-lang/rust/issues/153329,pending,clean_pass,False,False,1,15.9,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,21.0,10.0,7.0,0.96,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0597,False,0
rust-lang/rust,B,154241,`rust-analyzer` subtree update,lnicola,2026-03-23T19:06:33+00:00,2813,810,3623,large,73,False,,pending,no_checks,False,False,0,10.4,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,11.0,4.5,1.5,0.667,4.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.201,False,0
rust-lang/rust,B,154236,Clean up query-forcing functions,Zalathar,2026-03-24T08:05:09+00:00,34,57,91,small,3,False,,pending,clean_pass,False,False,1,27.4,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,728.0,101.0,25.0,7.0,0.735,5.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.217,False,0
rust-lang/rust,B,154233,Move ui/issues tests to relevant subdirectories,kyleecodes,2026-03-25T23:13:17+00:00,5,4,9,small,2,True,https://github.com/rust-lang/rust/issues/133895,pending,clean_pass,False,False,1,68.2,label_based,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1069.0,142.0,13.8,7.5,0.673,4.6,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.1143,False,0
rust-lang/rust,B,154230,Moved and rename issue-50411 to tests/ui/mir/inliner-double-elaborate,aryannrd,2026-03-25T23:13:17+00:00,1,1,2,small,1,False,,pending,clean_pass,False,False,0,72.9,no_review,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,80.0,16.0,7.5,0.73,4.2,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.0895,False,0
